大ジャンル,販売カテゴリ,商品カテゴリ,商品名,ミルクカスタム,エネルギー,タンパク質,脂質,炭水化物,食塩相当量,食物繊維,糖質,ナトリウム,カリウム,トランス脂肪酸,飽和脂肪酸,カフェイン,商品カテゴリ２,タンパク質_偏差値,食物繊維_偏差値,ナトリウム_偏差値,カリウム_偏差値,脂質_偏差値,食塩相当量_偏差値,糖質_偏差値,トランス脂肪酸_偏差値,飽和脂肪酸_偏差値,カフェイン_偏差値,健康偏差値,不健康偏差値
ビバレッジ,STARBUCKS COFFEE,その他ビバレッジ,ミルク（ホット）,アーモンドミルク,162.0,2.1,14.7,8.1,0.7,6.0,2.1,291.0,67.0,0.0,9.3,0.0,その他ビバレッジ,31.9,71.5,58.0,32.5,46.8,55.4,26.7,41.6,48.5,44.3,48.475,43.883
ビバレッジ,STARBUCKS COFFEE,その他ビバレッジ,ミルク（ホット）,オーツミルク,226.0,4.7,12.5,24.4,0.6,1.8,22.6,226.0,129.0,0.0,1.3,0.0,その他ビバレッジ,38.4,50.8,49.1,35.2,45.8,50.4,42.2,41.6,42.6,44.3,43.375,44.483
ビバレッジ,STARBUCKS COFFEE,その他ビバレッジ,ミルク（ホット）,ブレべ,798.0,9.6,76.7,17.7,0.4,0.0,17.7,172.0,425.0,0.8,48.7,0.0,その他ビバレッジ,50.7,41.9,41.7,47.8,77.1,40.6,38.5,75.9,77.1,44.3,45.525,58.917
ビバレッジ,STARBUCKS COFFEE,その他ビバレッジ,ミルク（アイス）,ミルク,226.0,12.6,12.0,17.3,0.3,0.0,17.3,149.0,531.0,0.3,7.0,0.0,その他ビバレッジ,58.3,41.9,38.5,52.3,45.5,35.7,38.2,54.5,46.8,44.3,47.75,44.167
ビバレッジ,STARBUCKS COFFEE,その他ビバレッジ,ミルク（アイス）,低脂肪タイプ,183.0,12.6,6.5,18.4,0.6,0.0,18.4,240.0,598.0,0.2,3.7,0.0,その他ビバレッジ,58.3,41.9,51.0,55.2,42.8,50.4,39.0,50.2,44.4,44.3,51.6,45.183
ビバレッジ,STARBUCKS COFFEE,その他ビバレッジ,ミルク（アイス）,無脂肪乳,139.0,12.6,1.0,19.6,0.8,0.0,19.6,331.0,664.0,0.0,0.5,0.0,その他ビバレッジ,58.3,41.9,63.6,58.0,40.2,60.3,40.0,41.6,42.1,44.3,55.45,44.75
ビバレッジ,STARBUCKS COFFEE,その他ビバレッジ,ミルク（アイス）,豆乳（調製豆乳）,211.0,11.9,14.3,9.2,0.7,0.7,8.5,221.0,558.0,0.0,2.0,0.0,その他ビバレッジ,56.5,45.4,48.4,53.5,46.7,55.4,31.5,41.6,43.2,44.3,50.95,43.783
ビバレッジ,STARBUCKS COFFEE,その他ビバレッジ,ミルク（アイス）,アーモンドミルク,154.0,2.0,14.1,7.7,0.7,5.7,2.0,278.0,64.0,0.0,8.9,0.0,その他ビバレッジ,31.6,70.0,56.3,32.4,46.6,55.4,26.6,41.6,48.2,44.3,47.575,43.783
ビバレッジ,STARBUCKS COFFEE,その他ビバレッジ,ミルク（アイス）,オーツミルク,216.0,4.4,12.0,23.3,0.5,1.7,21.6,216.0,123.0,0.0,1.2,0.0,その他ビバレッジ,37.6,50.3,47.7,34.9,45.5,45.5,41.5,41.6,42.6,44.3,42.625,43.5
ビバレッジ,STARBUCKS COFFEE,その他ビバレッジ,ミルク（アイス）,ブレべ,762.0,9.1,73.2,16.9,0.4,0.0,16.9,164.0,406.0,0.7,46.5,0.0,その他ビバレッジ,49.5,41.9,40.6,47.0,75.4,40.6,37.9,71.6,75.5,44.3,44.75,57.55
ビバレッジ,STARBUCKS COFFEE,その他ビバレッジ,ホワイト ホット チョコレート,ミルク,405.0,13.4,18.2,47.0,0.6,0.1,47.0,238.0,594.0,0.3,11.4,0.0,その他ビバレッジ,60.3,42.4,50.8,55.0,48.6,50.4,60.7,54.5,50.0,44.3,52.125,51.417
ビバレッジ,STARBUCKS COFFEE,その他ビバレッジ,ホワイト ホット チョコレート,低脂肪タイプ,366.0,13.4,13.3,48.0,0.8,0.1,48.0,319.0,653.0,0.2,8.5,0.0,その他ビバレッジ,60.3,42.4,61.9,57.6,46.2,60.3,61.5,50.2,47.9,44.3,55.55,51.733
ビバレッジ,STARBUCKS COFFEE,その他ビバレッジ,ホワイト ホット チョコレート,無脂肪乳,328.0,13.4,8.5,49.1,1.0,0.1,49.0,400.0,712.0,0.1,5.6,0.0,その他ビバレッジ,60.3,42.4,73.0,60.1,43.8,70.1,62.3,45.9,45.8,44.3,58.95,52.033
ビバレッジ,STARBUCKS COFFEE,その他ビバレッジ,ホワイト ホット チョコレート,豆乳（調製豆乳）,391.0,12.8,20.3,39.8,0.9,0.7,39.1,302.0,618.0,0.0,7.0,0.0,その他ビバレッジ,58.8,45.4,59.6,56.1,49.6,65.2,54.7,41.6,46.8,44.3,54.975,50.367
ビバレッジ,STARBUCKS COFFEE,その他ビバレッジ,ホワイト ホット チョコレート,アーモンドミルク,341.0,4.0,20.1,38.5,0.9,5.1,33.3,353.0,177.0,0.0,13.2,0.0,その他ビバレッジ,36.6,67.0,66.6,37.2,49.5,65.2,50.3,41.6,51.3,44.3,51.85,50.367
ビバレッジ,STARBUCKS COFFEE,その他ビバレッジ,ホワイト ホット チョコレート,オーツミルク,396.0,6.2,18.3,52.4,0.8,1.6,50.8,297.0,230.0,0.0,6.3,0.0,その他ビバレッジ,42.2,49.8,58.9,39.5,48.6,60.3,63.6,41.6,46.3,44.3,47.6,50.783
ビバレッジ,STARBUCKS COFFEE,その他ビバレッジ,ホワイト ホット チョコレート,ブレべ,883.0,10.3,72.9,46.7,0.6,0.1,46.7,252.0,482.0,0.7,46.7,0.0,その他ビバレッジ,52.5,42.4,52.7,50.3,75.3,50.4,60.5,71.6,75.7,44.3,49.475,62.967
ビバレッジ,STARBUCKS COFFEE,その他ビバレッジ,アイス ホワイト チョコレート,ミルク,354.0,13.1,13.1,46.2,0.5,0.1,46.2,230.0,578.0,0.3,8.1,0.0,その他ビバレッジ,59.6,42.4,49.7,54.4,46.1,45.5,60.1,54.5,47.6,44.3,51.525,49.683
ビバレッジ,STARBUCKS COFFEE,その他ビバレッジ,アイス ホワイト チョコレート,低脂肪タイプ,316.0,13.1,8.2,47.2,0.8,0.1,47.2,310.0,637.0,0.2,5.3,0.0,その他ビバレッジ,59.6,42.4,60.7,56.9,43.7,60.3,60.9,50.2,45.6,44.3,54.9,50.833
ビバレッジ,STARBUCKS COFFEE,その他ビバレッジ,アイス ホワイト チョコレート,無脂肪乳,278.0,13.1,3.4,48.3,1.0,0.1,48.2,390.0,696.0,0.0,2.4,0.0,その他ビバレッジ,59.6,42.4,71.7,59.4,41.3,70.1,61.6,41.6,43.4,44.3,58.275,50.383
ビバレッジ,STARBUCKS COFFEE,その他ビバレッジ,アイス ホワイト チョコレート,豆乳（調製豆乳）,341.0,12.5,15.1,39.1,0.9,0.7,38.4,294.0,602.0,0.0,3.8,0.0,その他ビバレッジ,58.1,45.4,58.5,55.4,47.0,65.2,54.2,41.6,44.5,44.3,54.35,49.467
ビバレッジ,STARBUCKS COFFEE,その他ビバレッジ,アイス ホワイト チョコレート,アーモンドミルク,291.0,3.8,15.0,37.8,0.9,5.1,32.7,344.0,166.0,0.0,9.8,0.0,その他ビバレッジ,36.1,67.0,65.3,36.8,47.0,65.2,49.9,41.6,48.8,44.3,51.3,49.467
ビバレッジ,STARBUCKS COFFEE,その他ビバレッジ,アイス ホワイト チョコレート,オーツミルク,345.0,5.9,13.1,51.5,0.7,1.6,50.0,289.0,218.0,0.0,3.1,0.0,その他ビバレッジ,41.4,49.8,57.8,39.0,46.1,55.4,63.0,41.6,44.0,44.3,47.0,49.067
ビバレッジ,STARBUCKS COFFEE,その他ビバレッジ,アイス ホワイト チョコレート,ブレべ,827.0,10.0,67.1,45.9,0.6,0.1,45.9,243.0,468.0,0.7,43.0,0.0,その他ビバレッジ,51.8,42.4,51.4,49.7,72.4,50.4,59.9,71.6,73.0,44.3,48.825,61.933
ビバレッジ,STARBUCKS COFFEE,キッズ ビバレッジ,キッズ ミルク（ホット）,,162.0,9.0,8.6,12.4,0.2,0.0,12.4,107.0,381.0,0.2,5.0,0.0,キッズ ビバレッジ,57.4,42.4,58.4,49.1,53.8,56.5,38.9,56.5,54.5,43.5,51.825,50.617
ビバレッジ,STARBUCKS COFFEE,キッズ ビバレッジ,キッズ ミルク（アイス）,,148.0,8.3,7.8,11.3,0.2,0.0,11.3,98.0,349.0,0.2,4.6,0.0,キッズ ビバレッジ,55.6,42.4,56.6,46.1,52.3,56.5,37.6,56.5,53.1,43.5,50.175,49.917
ビバレッジ,STARBUCKS COFFEE,キッズ ビバレッジ,キッズ ココア（ホット）,,284.0,8.9,14.0,31.7,0.2,1.6,30.0,97.0,516.0,0.2,7.8,10.0,キッズ ビバレッジ,57.1,62.7,56.4,62.0,63.6,56.5,60.4,56.5,63.6,62.9,59.55,60.583
ビバレッジ,STARBUCKS COFFEE,キッズ ビバレッジ,キッズ ココア（アイス）,,229.0,8.2,8.7,30.4,0.2,1.6,28.8,85.0,484.0,0.2,4.4,10.0,キッズ ビバレッジ,55.4,62.7,54.0,58.9,54.0,56.5,58.9,56.5,52.5,62.9,57.75,56.883
ビバレッジ,STARBUCKS COFFEE,キッズ ビバレッジ,be juicy! Kids アップル,,105.0,0.2,0.0,26.1,0.0,0.0,26.1,0.0,220.0,0.0,0.0,0.0,キッズ ビバレッジ,35.5,42.4,37.0,33.8,38.2,36.8,55.6,37.1,38.2,43.5,37.175,41.567
ビバレッジ,STARBUCKS COFFEE,キッズ ビバレッジ,be juicy! Kids オレンジ,,88.0,1.6,0.0,20.7,0.005,0.4,20.3,2.0,390.0,0.0,0.0,0.0,キッズ ビバレッジ,39.0,47.5,37.4,50.0,38.2,37.3,48.6,37.1,38.2,43.5,43.475,40.483
ビバレッジ,STARBUCKS COFFEE,カスタマイズ,エスプレッソ ショット（1ショット）,,5.0,0.4,0.0,1.1,0.0,0.3,0.8,0.0,124.0,0.0,0.0,80.0,カスタマイズ,53.7,52.7,45.3,52.5,47.1,46.2,44.7,48.1,47.1,56.1,51.05,48.217
ビバレッジ,STARBUCKS COFFEE,カスタマイズ,ホイップクリーム（フラペチーノ® トールサイズ）,,82.0,0.4,8.5,1.1,0.02,0.0,1.1,11.0,18.0,0.1,5.4,0.0,カスタマイズ,53.7,42.3,62.0,43.2,98.6,56.6,45.3,100.0,98.5,42.4,50.3,73.567
ビバレッジ,STARBUCKS COFFEE,カスタマイズ,バニラフレーバーシロップ（1ポンプ）,,20.0,0.0,0.0,4.9,0.0,0.0,4.9,1.0,0.0,0.0,0.0,0.0,カスタマイズ,40.8,42.3,46.8,41.7,47.1,46.2,52.2,48.1,47.1,42.4,42.9,47.183
ビバレッジ,STARBUCKS COFFEE,カスタマイズ,キャラメルフレーバーシロップ（1ポンプ）,,20.0,0.0,0.0,4.9,0.0,0.0,4.9,1.0,0.0,0.0,0.0,0.0,カスタマイズ,40.8,42.3,46.8,41.7,47.1,46.2,52.2,48.1,47.1,42.4,42.9,47.183
ビバレッジ,STARBUCKS COFFEE,カスタマイズ,チョコレートシロップ（1ポンプ）,,52.0,0.6,1.1,10.5,0.003,0.8,9.6,2.0,96.0,0.0,0.3,5.0,カスタマイズ,60.2,69.9,48.3,50.1,53.7,47.8,60.8,48.1,50.0,43.3,57.125,50.617
ビバレッジ,STARBUCKS COFFEE,カスタマイズ,ホワイトモカシロップ（1ポンプ）,,52.0,0.7,0.8,10.3,0.1,0.0,10.3,33.0,37.0,0.0,0.7,0.0,カスタマイズ,63.4,42.3,95.6,44.9,51.9,98.3,62.0,48.1,53.8,42.4,61.55,59.417
ビバレッジ,STARBUCKS COFFEE,カスタマイズ,チャイシロップ（トールサイズ）,,102.0,0.1,0.0,25.4,0.009,0.2,25.2,4.0,53.0,0.0,0.0,53.0,カスタマイズ,44.0,49.2,51.4,46.3,47.1,50.9,89.2,48.1,47.1,51.5,47.725,55.65
ビバレッジ,STARBUCKS COFFEE,カスタマイズ,ジンジャーブレッド シロップ（1ポンプ）,,21.0,0.0,0.0,5.1,0.001,0.0,5.1,1.0,0.0,0.0,0.0,0.0,カスタマイズ,40.8,42.3,46.8,41.7,47.1,46.7,52.6,48.1,47.1,42.4,42.9,47.333
ビバレッジ,STARBUCKS COFFEE,カスタマイズ,チョコレートチップ（1スプーン）,,27.0,0.3,1.6,2.9,0.01,0.4,2.6,5.0,59.0,0.0,1.1,2.0,カスタマイズ,50.5,56.1,52.9,46.8,56.8,51.4,48.0,48.1,57.6,42.7,51.575,50.767
ビバレッジ,STARBUCKS COFFEE,カスタマイズ,フラペチーノロースト（2ポンプ）,,5.0,0.2,0.0,1.0,0.0008,0.1,0.9,0.0,127.0,0.0,0.0,86.0,カスタマイズ,47.2,45.8,45.3,52.8,47.1,46.6,44.9,48.1,47.1,57.2,47.775,48.5
ビバレッジ,STARBUCKS COFFEE,カスタマイズ,イングリッシュ　ブレックファスト（1袋）,,5.0,0.0,0.0,0.9,0.0,0.0,0.9,0.0,60.0,0.0,0.0,101.0,カスタマイズ,40.8,42.3,45.3,46.9,47.1,46.2,44.9,48.1,47.1,59.7,43.825,48.85
ビバレッジ,STARBUCKS COFFEE,カスタマイズ,アール　グレイ（1袋）,,2.0,0.0,0.0,0.7,0.0,0.0,0.7,0.0,48.0,0.0,0.0,78.0,カスタマイズ,40.8,42.3,45.3,45.9,47.1,46.2,44.5,48.1,47.1,55.8,43.575,48.133
ビバレッジ,STARBUCKS COFFEE,カスタマイズ,ほうじ茶（1袋）,,3.0,0.3,0.0,0.3,0.0,0.0,0.3,0.0,105.0,0.0,0.0,68.0,カスタマイズ,50.5,42.3,45.3,50.9,47.1,46.2,43.8,48.1,47.1,54.1,47.25,47.733
ビバレッジ,STARBUCKS COFFEE,カスタマイズ,カモミール（1袋）,,0.0,0.0,0.0,0.2,0.01,0.0,0.2,6.0,22.0,0.0,0.0,0.0,カスタマイズ,40.8,42.3,54.4,43.6,47.1,51.4,43.6,48.1,47.1,42.4,45.275,46.617
ビバレッジ,STARBUCKS COFFEE,カスタマイズ,ユースベリー®（1袋）,,5.0,0.0,0.0,0.9,0.008,0.0,0.9,3.0,21.0,0.0,0.0,9.0,カスタマイズ,40.8,42.3,49.8,43.5,47.1,50.4,44.9,48.1,47.1,43.9,44.1,46.917
ビバレッジ,STARBUCKS COFFEE,カスタマイズ,ジョイフルメドレー（1袋）,,2.0,0.0,0.0,0.5,0.01,0.0,0.5,4.0,30.0,0.0,0.0,50.0,カスタマイズ,40.8,42.3,51.4,44.3,47.1,51.4,44.2,48.1,47.1,51.0,44.7,48.15
ビバレッジ,STARBUCKS COFFEE,カスタマイズ,リストレット　ショット（1ショット）,,5.0,0.4,0.0,1.1,0.0,0.3,0.8,0.0,124.0,0.0,0.0,80.0,カスタマイズ,53.7,52.7,45.3,52.5,47.1,46.2,44.7,48.1,47.1,56.1,51.05,48.217
ビバレッジ,STARBUCKS COFFEE,カスタマイズ,ディカフェ　エスプレッソ　ショット（1ショット）,,6.0,0.2,0.0,1.2,0.001,0.2,1.0,1.0,143.0,0.0,0.0,5.0,カスタマイズ,47.2,49.2,46.8,54.2,47.1,46.7,45.1,48.1,47.1,43.3,49.35,46.233
ビバレッジ,STARBUCKS COFFEE,カスタマイズ,シトラス果肉（1スプーン）,,57.0,0.1,0.1,14.2,0.005,0.3,13.9,2.0,20.0,0.0,0.0,0.0,カスタマイズ,44.0,52.7,48.3,43.4,47.7,48.8,68.6,48.1,47.1,42.4,47.1,50.45
ビバレッジ,STARBUCKS COFFEE,カスタマイズ,ディカフェ　エスプレッソ　ショット（2ショット）,,12.0,0.5,0.0,2.5,0.003,0.5,2.0,1.0,286.0,0.0,0.0,11.0,カスタマイズ,57.0,59.6,46.8,66.7,47.1,47.8,46.9,48.1,47.1,44.3,57.525,46.883
ビバレッジ,STARBUCKS COFFEE,カスタマイズ,ディカフェ　エスプレッソ　ショット（3ショット）,,18.0,0.7,0.0,3.7,0.005,0.7,3.0,2.0,429.0,0.0,0.1,16.0,カスタマイズ,63.4,66.5,48.3,79.2,47.1,48.8,48.7,48.1,48.1,45.1,64.35,47.65
ビバレッジ,STARBUCKS COFFEE,カスタマイズ,ゼンクラウド ウーロン（1袋）,,1.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,カスタマイズ,47.2,42.3,45.3,41.7,47.1,46.2,43.3,48.1,47.1,54.6,44.125,47.733
ビバレッジ,STARBUCKS COFFEE,カスタマイズ,エスプレッソ ショット（2ショット）,,11.0,0.8,0.0,2.2,0.0,0.7,1.6,0.0,247.0,0.0,0.0,160.0,カスタマイズ,66.7,66.5,45.3,63.3,47.1,46.2,46.2,48.1,47.1,69.9,60.45,50.767
ビバレッジ,STARBUCKS COFFEE,カスタマイズ,エスプレッソ ショット（3ショット）,,16.0,1.2,0.0,3.4,0.0,1.0,2.4,0.0,371.0,0.0,0.0,239.0,カスタマイズ,79.7,76.8,45.3,74.1,47.1,46.2,47.6,48.1,47.1,83.4,68.975,53.25
ビバレッジ,STARBUCKS COFFEE,カスタマイズ,キャラメルソース（トールサイズ）,,17.0,0.0,0.6,2.9,0.01,0.0,2.9,7.0,3.0,0.0,0.4,0.0,カスタマイズ,40.8,42.3,55.9,41.9,50.7,51.4,48.6,48.1,51.0,42.4,45.225,48.7
ビバレッジ,STARBUCKS COFFEE,カスタマイズ,チョコレートソース（トールサイズ）,,13.0,0.2,0.3,2.6,0.0009,0.2,2.4,0.0,24.0,0.0,0.1,1.0,カスタマイズ,47.2,49.2,45.3,43.8,48.9,46.7,47.6,48.1,48.1,42.6,46.375,47.0
ビバレッジ,STARBUCKS COFFEE,カスタマイズ,スターバックス ブロンド エスプレッソ ロースト（1ショット）,,5.0,0.4,0.0,1.1,0.0,0.3,0.8,0.0,124.0,0.0,0.0,80.0,カスタマイズ,53.7,52.7,45.3,52.5,47.1,46.2,44.7,48.1,47.1,56.1,51.05,48.217
ビバレッジ,STARBUCKS COFFEE (スターバックス ティー ＆ カフェ),フラペチーノ®,ジョイフルメドレー ティー ラテ フラペチーノ®,,284.0,2.5,6.2,55.5,0.1,,,,,,,,フラペチーノ®,39.4,,,,39.6,26.0,,,,,39.4,32.8
ビバレッジ,STARBUCKS COFFEE (スターバックス ティー ＆ カフェ),フラペチーノ®,ゆず & シトラス ラベンダー セージ ティー フラペチーノ® ,,252.0,0.3,0.1,63.1,0.2,,,,,,,,フラペチーノ®,29.0,,,,33.1,31.5,,,,,29.0,32.3
ビバレッジ,STARBUCKS COFFEE (スターバックス ティー ＆ カフェ),フラペチーノ®,ストロベリー & パッション ティー フラペチーノ® ,,233.0,0.3,5.4,45.9,0.04,,,,,,,,フラペチーノ®,29.0,,,,38.8,22.6,,,,,29.0,30.7
ビバレッジ,STARBUCKS COFFEE (スターバックス ティー ＆ カフェ),フラペチーノ®,和三蜜 抹茶 フラペチーノ® ,ミルク,303.0,6.1,12.7,42.3,0.1,,,,,,,,フラペチーノ®,56.2,,,,46.6,26.0,,,,,56.2,36.3
ビバレッジ,STARBUCKS COFFEE (スターバックス ティー ＆ カフェ),フラペチーノ®,和三蜜 抹茶 フラペチーノ® ,低脂肪タイプ,289.0,6.1,10.9,42.7,0.2,,,,,,,,フラペチーノ®,56.2,,,,44.7,31.5,,,,,56.2,38.1
ビバレッジ,STARBUCKS COFFEE (スターバックス ティー ＆ カフェ),フラペチーノ®,和三蜜 抹茶 フラペチーノ® ,無脂肪乳,275.0,6.1,9.1,43.1,0.3,,,,,,,,フラペチーノ®,56.2,,,,42.7,37.0,,,,,56.2,39.85
ビバレッジ,STARBUCKS COFFEE (スターバックス ティー ＆ カフェ),フラペチーノ®,和三蜜 抹茶 フラペチーノ® ,豆乳（調製豆乳）,298.0,5.8,13.5,39.7,0.3,,,,,,,,フラペチーノ®,54.8,,,,47.4,37.0,,,,,54.8,42.2
ビバレッジ,STARBUCKS COFFEE (スターバックス ティー ＆ カフェ),フラペチーノ®,和三蜜 抹茶 フラペチーノ® ,アーモンドミルク,280.0,2.6,13.4,39.2,0.3,,,,,,,,フラペチーノ®,39.8,,,,47.3,37.0,,,,,39.8,42.15
ビバレッジ,STARBUCKS COFFEE (スターバックス ティー ＆ カフェ),フラペチーノ®,和三蜜 抹茶 フラペチーノ® ,オーツミルク,300.0,3.4,12.7,44.3,0.2,,,,,,,,フラペチーノ®,43.6,,,,46.6,31.5,,,,,43.6,39.05
ビバレッジ,STARBUCKS COFFEE (スターバックス ティー ＆ カフェ),フラペチーノ®,和三蜜 抹茶 フラペチーノ® ,ブレべ,479.0,4.9,32.8,42.2,0.2,,,,,,,,フラペチーノ®,50.6,,,,68.1,31.5,,,,,50.6,49.8
ビバレッジ,STARBUCKS COFFEE (スターバックス ティー ＆ カフェ),フラペチーノ®,和三蜜 ほうじ茶 フラペチーノ® ,ミルク,304.0,5.6,12.8,42.6,0.1,,,,,,,,フラペチーノ®,53.9,,,,46.7,26.0,,,,,53.9,36.35
ビバレッジ,STARBUCKS COFFEE (スターバックス ティー ＆ カフェ),フラペチーノ®,和三蜜 ほうじ茶 フラペチーノ® ,低脂肪タイプ,290.0,5.6,11.0,43.0,0.2,,,,,,,,フラペチーノ®,53.9,,,,44.8,31.5,,,,,53.9,38.15
ビバレッジ,STARBUCKS COFFEE (スターバックス ティー ＆ カフェ),フラペチーノ®,和三蜜 ほうじ茶 フラペチーノ® ,無脂肪乳,275.0,5.6,9.2,43.4,0.3,,,,,,,,フラペチーノ®,53.9,,,,42.8,37.0,,,,,53.9,39.9
ビバレッジ,STARBUCKS COFFEE (スターバックス ティー ＆ カフェ),フラペチーノ®,和三蜜 ほうじ茶 フラペチーノ® ,豆乳（調製豆乳）,299.0,5.4,13.5,40.0,0.3,,,,,,,,フラペチーノ®,53.0,,,,47.4,37.0,,,,,53.0,42.2
ビバレッジ,STARBUCKS COFFEE (スターバックス ティー ＆ カフェ),フラペチーノ®,和三蜜 ほうじ茶 フラペチーノ® ,アーモンドミルク,280.0,2.1,13.5,39.5,0.3,,,,,,,,フラペチーノ®,37.5,,,,47.4,37.0,,,,,37.5,42.2
ビバレッジ,STARBUCKS COFFEE (スターバックス ティー ＆ カフェ),フラペチーノ®,和三蜜 ほうじ茶 フラペチーノ® ,オーツミルク,300.0,2.9,12.8,44.6,0.2,,,,,,,,フラペチーノ®,41.2,,,,46.7,31.5,,,,,41.2,39.1
ビバレッジ,STARBUCKS COFFEE (スターバックス ティー ＆ カフェ),フラペチーノ®,和三蜜 ほうじ茶 フラペチーノ® ,ブレべ,480.0,4.5,32.9,42.5,0.2,,,,,,,,フラペチーノ®,48.7,,,,68.2,31.5,,,,,48.7,49.85
ビバレッジ,STARBUCKS COFFEE (スターバックス ティー ＆ カフェ),ティー | TEAVANA™,ティーポット（ジョイフルメドレー フルリーフ）,,20.0,1.0,1.0,5.0,0.01,,,,,,,,ティー | TEAVANA™,38.1,,,,43.7,33.2,,,,,38.1,38.45
ビバレッジ,STARBUCKS COFFEE (スターバックス ティー ＆ カフェ),ティー | TEAVANA™,ジョイフルメドレー アプリコット ＆ ムース ティー ラテ（ホット）,,211.0,3.9,8.5,31.3,0.1,,,,,,,,ティー | TEAVANA™,45.9,,,,48.9,38.0,,,,,45.9,43.45
ビバレッジ,STARBUCKS COFFEE (スターバックス ティー ＆ カフェ),ティー | TEAVANA™,ジョイフルメドレー アプリコット ＆ ムース ティー ラテ（アイス）,,179.0,3.0,6.8,27.8,0.1,,,,,,,,ティー | TEAVANA™,43.5,,,,47.7,38.0,,,,,43.5,42.85
ビバレッジ,STARBUCKS COFFEE (スターバックス ティー ＆ カフェ),ティー | TEAVANA™,ティー（ルワンダ ブラック）,,7.0,0.6,0.1,1.6,0.0,,,,,,,,ティー | TEAVANA™,37.0,,,,43.1,32.7,,,,,37.0,37.9
ビバレッジ,STARBUCKS COFFEE (スターバックス ティー ＆ カフェ),ティー | TEAVANA™,ルイボス ティー ラテ（ホット）,ミルク,296.0,12.5,11.7,35.6,0.3,,,,,,,,ティー | TEAVANA™,69.0,,,,51.1,48.7,,,,,69.0,49.9
ビバレッジ,STARBUCKS COFFEE (スターバックス ティー ＆ カフェ),ティー | TEAVANA™,ルイボス ティー ラテ（ホット）,低脂肪タイプ,254.0,12.5,6.4,36.7,0.6,,,,,,,,ティー | TEAVANA™,69.0,,,,47.4,64.8,,,,,69.0,56.1
ビバレッジ,STARBUCKS COFFEE (スターバックス ティー ＆ カフェ),ティー | TEAVANA™,ルイボス ティー ラテ（ホット）,無脂肪乳,212.0,12.5,1.0,37.8,0.8,,,,,,,,ティー | TEAVANA™,69.0,,,,43.7,75.5,,,,,69.0,59.6
ビバレッジ,STARBUCKS COFFEE (スターバックス ティー ＆ カフェ),ティー | TEAVANA™,ルイボス ティー ラテ（ホット）,豆乳（調製豆乳）,282.0,11.8,14.0,27.7,0.7,,,,,,,,ティー | TEAVANA™,67.1,,,,52.7,70.1,,,,,67.1,61.4
ビバレッジ,STARBUCKS COFFEE (スターバックス ティー ＆ カフェ),ティー | TEAVANA™,ルイボス ティー ラテ（ホット）,アーモンドミルク,227.0,2.1,13.8,26.3,0.7,,,,,,,,ティー | TEAVANA™,41.0,,,,52.5,70.1,,,,,41.0,61.3
ビバレッジ,STARBUCKS COFFEE (スターバックス ティー ＆ カフェ),ティー | TEAVANA™,ルイボス ティー ラテ（ホット）,オーツミルク,287.0,4.5,11.8,41.4,0.6,,,,,,,,ティー | TEAVANA™,47.5,,,,51.1,64.8,,,,,47.5,57.95
ビバレッジ,STARBUCKS COFFEE (スターバックス ティー ＆ カフェ),ティー | TEAVANA™,ルイボス ティー ラテ（ホット）,ブレべ,819.0,9.1,71.5,35.2,0.4,,,,,,,,ティー | TEAVANA™,59.8,,,,92.4,54.1,,,,,59.8,73.25
ビバレッジ,STARBUCKS COFFEE (スターバックス ティー ＆ カフェ),ティー | TEAVANA™,ルイボス ティー ラテ（アイス）,ミルク,184.0,6.2,5.8,27.0,0.2,,,,,,,,ティー | TEAVANA™,52.0,,,,47.0,43.4,,,,,52.0,45.2
ビバレッジ,STARBUCKS COFFEE (スターバックス ティー ＆ カフェ),ティー | TEAVANA™,ルイボス ティー ラテ（アイス）,低脂肪タイプ,164.0,6.2,3.2,27.6,0.3,,,,,,,,ティー | TEAVANA™,52.0,,,,45.2,48.7,,,,,52.0,46.95
ビバレッジ,STARBUCKS COFFEE (スターバックス ティー ＆ カフェ),ティー | TEAVANA™,ルイボス ティー ラテ（アイス）,無脂肪乳,143.0,6.2,0.6,28.1,0.4,,,,,,,,ティー | TEAVANA™,52.0,,,,43.4,54.1,,,,,52.0,48.75
ビバレッジ,STARBUCKS COFFEE (スターバックス ティー ＆ カフェ),ティー | TEAVANA™,ルイボス ティー ラテ（アイス）,豆乳（調製豆乳）,177.0,5.9,6.9,23.1,0.3,,,,,,,,ティー | TEAVANA™,51.2,,,,47.8,48.7,,,,,51.2,48.25
ビバレッジ,STARBUCKS COFFEE (スターバックス ティー ＆ カフェ),ティー | TEAVANA™,ルイボス ティー ラテ（アイス）,アーモンドミルク,150.0,1.1,6.8,22.4,0.4,,,,,,,,ティー | TEAVANA™,38.3,,,,47.7,54.1,,,,,38.3,50.9
ビバレッジ,STARBUCKS COFFEE (スターバックス ティー ＆ カフェ),ティー | TEAVANA™,ルイボス ティー ラテ（アイス）,オーツミルク,180.0,2.3,5.8,29.9,0.3,,,,,,,,ティー | TEAVANA™,41.6,,,,47.0,48.7,,,,,41.6,47.85
